Figure 5 data,,WE Area,1.036141239,cm^2,,,,,,,,,,,,,
0.1 V/s,,,0.2 V/s,,,0.3 V/s,,,0.5 V/s,,,0.7 V/s,,,1.0 V/s,,
-0.404053,0.000764119,0.737466062,-0.404053,0.00077582,0.748758924,-0.404053,0.00171675,1.656868711,-0.404053,0.00244111,2.355962592,-0.404053,0.00304438,2.938190166,-0.404053,0.00399391,3.854599979
-0.402985,0.000767377,0.740610421,-0.402985,0.000778185,0.751041432,-0.402985,0.00172522,1.665043272,-0.402985,0.00244395,2.358703531,-0.402985,0.00305555,2.948970549,-0.402985,0.00399852,3.85904918
-0.401917,0.000770251,0.743384175,-0.401917,0.000776045,0.748976076,-0.401917,0.00173324,1.67278353,-0.401917,0.00245676,2.37106671,-0.401917,0.00306175,2.954954289,-0.401917,0.00401051,3.870620961
-0.400848,0.000772656,0.745705287,-0.400848,0.000773429,0.746451324,-0.400848,0.00173691,1.676325518,-0.400848,0.00247485,2.38852572,-0.400848,0.00307677,2.969450383,-0.400848,0.00402453,3.884151935
-0.39978,0.000774653,0.74763263,-0.39978,0.000773363,0.746387626,-0.39978,0.00174106,1.680330764,-0.39978,0.00247925,2.392772245,-0.39978,0.00308126,2.973783769,-0.39978,0.00404127,3.900308033
-0.398712,0.000776312,0.749233763,-0.398712,0.000774076,0.747075756,-0.398712,0.00174825,1.687269972,-0.398712,0.0024814,2.394847252,-0.398712,0.00309008,2.982296122,-0.398712,0.0040575,3.915971921
-0.397644,0.000777936,0.750801117,-0.397644,0.000778859,0.751691922,-0.397644,0.001753,1.691854289,-0.397644,0.00249567,2.408619506,-0.397644,0.00309707,2.989042306,-0.397644,0.00407372,3.931626158
-0.396576,0.000779564,0.752372331,-0.396576,0.000785015,0.757633197,-0.396576,0.00175129,1.690203935,-0.396576,0.00251274,2.425094094,-0.396576,0.00310886,3.000421064,-0.396576,0.00408941,3.946768881
-0.395508,0.000781159,0.753911697,-0.395508,0.000790234,0.762670155,-0.395508,0.00175961,1.698233728,-0.395508,0.00252466,2.436598317,-0.395508,0.00311959,3.010776795,-0.395508,0.00410875,3.96543429
-0.39444,0.000782957,0.755646982,-0.39444,0.000793219,0.765551037,-0.39444,0.00176295,1.701457227,-0.39444,0.00252509,2.437013318,-0.39444,0.00312703,3.017957283,-0.39444,0.00412138,3.977623748
-0.393372,0.000784915,0.757536685,-0.393372,0.000790313,0.7627464,-0.393372,0.00176274,1.701254552,-0.393372,0.00252745,2.439291,-0.393372,0.00314198,3.032385818,-0.393372,0.00413657,3.992283911
-0.392303,0.000787086,0.759631959,-0.392303,0.000788358,0.760859591,-0.392303,0.00176965,1.707923527,-0.392303,0.00254069,2.452069181,-0.392303,0.00315032,3.040434914,-0.392303,0.00414914,4.004415462
-0.391235,0.000789382,0.761847874,-0.391235,0.000788714,0.761203174,-0.391235,0.00178203,1.719871705,-0.391235,0.00256043,2.471120637,-0.391235,0.00317126,3.060644514,-0.391235,0.00417116,4.025667391
-0.390167,0.000791309,0.763707659,-0.390167,0.00079207,0.764442114,-0.390167,0.0017857,1.723413693,-0.390167,0.00256326,2.473851925,-0.390167,0.00319311,3.081732372,-0.390167,0.00419494,4.04861793
-0.389099,0.000792942,0.765283699,-0.389099,0.000796482,0.768700221,-0.389099,0.00179323,1.730681042,-0.389099,0.00256437,2.474923208,-0.389099,0.00320267,3.090958914,-0.389099,0.00421671,4.069628579
-0.388031,0.000794187,0.766485272,-0.388031,0.000803735,0.775700232,-0.388031,0.00180626,1.743256548,-0.388031,0.00257316,2.483406607,-0.388031,0.0032208,3.108456528,-0.388031,0.00422948,4.081953154
-0.386963,0.000794998,0.767267984,-0.386963,0.00080791,0.779729606,-0.386963,0.00181252,1.749298195,-0.386963,0.00258532,2.495142459,-0.386963,0.00322466,3.112181889,-0.386963,0.00425195,4.103639386
-0.385895,0.000795882,0.76812115,-0.385895,0.000809627,0.781386716,-0.385895,0.00180692,1.743893526,-0.385895,0.00259062,2.500257592,-0.385895,0.00323052,3.117837489,-0.385895,0.0042693,4.120384208
-0.384827,0.000797097,0.76929377,-0.384827,0.000806483,0.77835238,-0.384827,0.00181063,1.747474119,-0.384827,0.0025915,2.501106897,-0.384827,0.00324853,3.135219289,-0.384827,0.00428411,4.134677626
-0.383759,0.000798611,0.77075496,-0.383759,0.000803524,0.775496592,-0.383759,0.00181266,1.749433312,-0.383759,0.00259791,2.507293312,-0.383759,0.00324913,3.135798361,-0.383759,0.00429411,4.14432882
-0.38269,0.000800366,0.772448745,-0.38269,0.000801767,0.773800877,-0.38269,0.0018133,1.750050988,-0.38269,0.00261226,2.521142775,-0.38269,0.0032628,3.148991543,-0.38269,0.00429729,4.147397899
-0.381622,0.00080207,0.774093308,-0.381622,0.000804026,0.775981082,-0.381622,0.00181623,1.752878788,-0.381622,0.00262614,2.534538632,-0.381622,0.00327061,3.156529125,-0.381622,0.00430566,4.155475949
-0.380554,0.000803628,0.775596964,-0.380554,0.000806391,0.778263589,-0.380554,0.00182858,1.764798012,-0.380554,0.0026277,2.536044219,-0.380554,0.00328774,3.17306162,-0.380554,0.00431546,4.164934119
-0.379486,0.000805351,0.777259865,-0.379486,0.000811266,0.782968546,-0.379486,0.00182944,1.765628015,-0.379486,0.00262542,2.533843746,-0.379486,0.003298,3.182963745,-0.379486,0.00432272,4.171940885
-0.378418,0.000807275,0.779116755,-0.378418,0.000811094,0.782802546,-0.378418,0.00182895,1.765155107,-0.378418,0.00263222,2.540406558,-0.378418,0.00330679,3.191447145,-0.378418,0.0043336,4.182441384
-0.37735,0.000809559,0.781321087,-0.37735,0.000809799,0.781552716,-0.37735,0.00183162,1.767731975,-0.37735,0.00264486,2.552605667,-0.37735,0.00332175,3.205885331,-0.37735,0.00434095,4.189535012
-0.376282,0.000811787,0.783471373,-0.376282,0.000808729,0.780520038,-0.376282,0.00184076,1.776553167,-0.376282,0.00264798,2.55561684,-0.376282,0.00332793,3.211849768,-0.376282,0.00436283,4.210651824
-0.375214,0.000813466,0.785091809,-0.375214,0.00080577,0.77766425,-0.375214,0.00183744,1.77334897,-0.375214,0.00264886,2.556466145,-0.375214,0.0033423,3.225718534,-0.375214,0.00438348,4.23058154
-0.374146,0.00081437,0.785964277,-0.374146,0.00080507,0.776988667,-0.374146,0.00184785,1.783395863,-0.374146,0.00265587,2.563231632,-0.374146,0.00334935,3.232522626,-0.374146,0.00440298,4.249401368
-0.373077,0.000814388,0.785981649,-0.373077,0.000807421,0.779257662,-0.373077,0.00185993,1.795054505,-0.373077,0.00266623,2.573230269,-0.373077,0.00335803,3.240899862,-0.373077,0.00442137,4.267149913
-0.372009,0.000813828,0.785441182,-0.372009,0.000810856,0.782572847,-0.372009,0.0018682,1.803036043,-0.372009,0.00267587,2.58253402,-0.372009,0.0033691,3.251583734,-0.372009,0.00443958,4.284724737
-0.370941,0.000813615,0.785235612,-0.370941,0.000816418,0.787940841,-0.370941,0.00186633,1.801231269,-0.370941,0.00267744,2.584049257,-0.370941,0.00336953,3.251998735,-0.370941,0.00445838,4.302868982
-0.369873,0.000814353,0.78594787,-0.369873,0.000820051,0.79144712,-0.369873,0.00186987,1.804647792,-0.369873,0.0026814,2.58787113,-0.369873,0.00338159,3.263638075,-0.369873,0.00447213,4.316139373
-0.368805,0.000816,0.787537421,-0.368805,0.000821649,0.792989381,-0.368805,0.00186964,1.804425815,-0.368805,0.00269221,2.59830407,-0.368805,0.00338335,3.265336685,-0.368805,0.00447977,4.323512886
-0.367737,0.00081818,0.789641382,-0.367737,0.000822746,0.794048117,-0.367737,0.00186875,1.803566858,-0.367737,0.00270485,2.61050318,-0.367737,0.00339426,3.275866138,-0.367737,0.00448776,4.331224189
-0.366669,0.000820115,0.791508888,-0.366669,0.000820778,0.792148762,-0.366669,0.001873,1.807668616,-0.366669,0.00270749,2.613051095,-0.366669,0.00341098,3.292002934,-0.366669,0.00449562,4.338810028
-0.365601,0.000821424,0.792772229,-0.365601,0.000817871,0.78934316,-0.365601,0.00187928,1.813729565,-0.365601,0.00270456,2.610223295,-0.365601,0.00341006,3.291115024,-0.365601,0.00450966,4.352360304
-0.364532,0.000822167,0.793489313,-0.364532,0.000818043,0.78950916,-0.364532,0.00187972,1.814154218,-0.364532,0.00271056,2.616014011,-0.364532,0.00342429,3.304848673,-0.364532,0.00452044,4.362764291
-0.363464,0.000822611,0.793917826,-0.363464,0.00081873,0.790172197,-0.363464,0.00188616,1.820369587,-0.363464,0.0027282,2.633038717,-0.363464,0.00342816,3.308583685,-0.363464,0.00453129,4.373235836
-0.362396,0.00082324,0.794524886,-0.362396,0.000822984,0.794277815,-0.362396,0.00189595,1.829818106,-0.362396,0.00273749,2.642004676,-0.362396,0.0034309,3.311228112,-0.362396,0.00454337,4.384894479
-0.361328,0.000824051,0.795307598,-0.361328,0.000826432,0.797605547,-0.361328,0.00189766,1.83146846,-0.361328,0.00273767,2.642178398,-0.361328,0.00343815,3.318225228,-0.361328,0.00455578,4.39687161
-0.36026,0.000825048,0.796269822,-0.36026,0.000826868,0.798026339,-0.36026,0.0018944,1.828322171,-0.36026,0.00274369,2.647988417,-0.36026,0.00344091,3.320888957,-0.36026,0.00456601,4.406744782
-0.359192,0.000826001,0.79718958,-0.359192,0.000826326,0.797503244,-0.359192,0.0019059,1.839421044,-0.359192,0.00275445,2.658373101,-0.359192,0.0034519,3.331495619,-0.359192,0.00457144,4.41198538
-0.358124,0.000826728,0.797891222,-0.358124,0.000823565,0.79483855,-0.358124,0.00191435,1.847576302,-0.358124,0.00276224,2.665891381,-0.358124,0.00345329,3.332837135,-0.358124,0.00457841,4.418712262
-0.357056,0.000827287,0.798430724,-0.357056,0.000820394,0.791778156,-0.357056,0.00191166,1.844980131,-0.357056,0.00276237,2.666016847,-0.357056,0.00345883,3.338183896,-0.357056,0.00458317,4.42330623
-0.355988,0.000828216,0.79932732,-0.355988,0.000821385,0.792734589,-0.355988,0.00191473,1.847943048,-0.355988,0.0027568,2.660641132,-0.355988,0.00346809,3.347120902,-0.355988,0.00459058,4.430457765
-0.354919,0.000829586,0.800649533,-0.354919,0.000822852,0.79415042,-0.354919,0.00191969,1.85273004,-0.354919,0.00275998,2.663710211,-0.354919,0.00346968,3.348655442,-0.354919,0.00459729,4.436933716
-0.353851,0.000831201,0.802208201,-0.353851,0.000828268,0.799377506,-0.353851,0.00192451,1.857381915,-0.353851,0.00277256,2.675851413,-0.353851,0.0034837,3.362186416,-0.353851,0.00461169,4.450831435
-0.352783,0.000832907,0.803854695,-0.352783,0.000832403,0.803368275,-0.352783,0.00192292,1.855847376,-0.352783,0.00277714,2.68027166,-0.352783,0.00348771,3.366056544,-0.352783,0.00463088,4.469352076
-0.351715,0.000834494,0.805386339,-0.351715,0.000833804,0.804720407,-0.351715,0.00192802,1.860769484,-0.351715,0.00277164,2.674963503,-0.351715,0.00349906,3.377010649,-0.351715,0.00463864,4.476841403
-0.350647,0.000835743,0.806591774,-0.350647,0.000833685,0.804605558,-0.350647,0.00193467,1.867187528,-0.350647,0.00277337,2.67663316,-0.350647,0.00350513,3.382868924,-0.350647,0.00466057,4.498006471
-0.349579,0.00083664,0.807457486,-0.349579,0.000831835,0.802820087,-0.349579,0.00193018,1.862854142,-0.349579,0.00278853,2.69126437,-0.349579,0.00351774,3.39503908,-0.349579,0.00468056,4.517299208
-0.348511,0.000836883,0.80769201,-0.348511,0.00083025,0.801290373,-0.348511,0.00193554,1.868027182,-0.348511,0.00280707,2.709157683,-0.348511,0.00352642,3.403416316,-0.348511,0.00470081,4.536842875
-0.347443,0.000836731,0.807545312,-0.347443,0.000830646,0.80167256,-0.347443,0.00194104,1.873335339,-0.347443,0.00280685,2.708945357,-0.347443,0.00352207,3.399218047,-0.347443,0.00470375,4.539680326
-0.346375,0.000836482,0.807304997,-0.346375,0.000834345,0.805242537,-0.346375,0.00193772,1.870131143,-0.346375,0.00280393,2.706127209,-0.346375,0.00353813,3.414717864,-0.346375,0.00470127,4.53728683
-0.345306,0.000836297,0.80712645,-0.345306,0.000838177,0.808940874,-0.345306,0.00193913,1.871491961,-0.345306,0.00280657,2.708675124,-0.345306,0.00353994,3.41646473,-0.345306,0.00469725,4.53340705
-0.344238,0.00083646,0.807283764,-0.344238,0.00084099,0.811655755,-0.344238,0.00194729,1.879367335,-0.344238,0.00281883,2.720507487,-0.344238,0.00354527,3.421608816,-0.344238,0.00469918,4.535269731
-0.34317,0.000837051,0.80785415,-0.34317,0.000841889,0.812523397,-0.34317,0.00195488,1.886692591,-0.34317,0.00282098,2.722582494,-0.34317,0.00355047,3.426627437,-0.34317,0.00470637,4.542208939
-0.342102,0.000837971,0.80874206,-0.342102,0.00084033,0.811018776,-0.342102,0.00195183,1.883748977,-0.342102,0.0028154,2.717197128,-0.342102,0.00354909,3.425295573,-0.342102,0.00471043,4.546127324
-0.341034,0.000839253,0.809979343,-0.341034,0.000837978,0.808748815,-0.341034,0.00195903,1.890697837,-0.341034,0.00281601,2.717785851,-0.341034,0.00356092,3.436712935,-0.341034,0.00471809,4.553520138
-0.339966,0.000840241,0.810932881,-0.339966,0.000835349,0.806211517,-0.339966,0.00196653,1.897936232,-0.339966,0.00283173,2.732957528,-0.339966,0.00355332,3.429378028,-0.339966,0.00473095,4.565931574
-0.338898,0.000840913,0.811581441,-0.338898,0.000835997,0.806836914,-0.338898,0.0019659,1.897328207,-0.338898,0.00284285,2.743689655,-0.338898,0.00356566,3.441287601,-0.338898,0.00473906,4.573758692
-0.33783,0.000841576,0.812221315,-0.33783,0.000840383,0.811069928,-0.33783,0.00196274,1.89427843,-0.33783,0.00284186,2.742734187,-0.33783,0.00356749,3.443053769,-0.33783,0.00474494,4.579433594
-0.336761,0.000842383,0.813000166,-0.336761,0.000842668,0.813275225,-0.336761,0.00196424,1.895726109,-0.336761,0.00283752,2.738545569,-0.336761,0.00357048,3.445939476,-0.336761,0.00474246,4.577040098
-0.335693,0.000843415,0.81399617,-0.335693,0.000845126,0.815647489,-0.335693,0.00196383,1.89533041,-0.335693,0.00284308,2.743911633,-0.335693,0.00357834,3.453525315,-0.335693,0.00475479,4.58894002
-0.334625,0.000844492,0.815035603,-0.334625,0.000845865,0.816360712,-0.334625,0.00195776,1.889472135,-0.334625,0.0028536,2.754064689,-0.334625,0.00357583,3.451102865,-0.334625,0.00476706,4.600782035
-0.333557,0.000845183,0.815702501,-0.333557,0.000842444,0.813059039,-0.333557,0.00195797,1.88967481,-0.333557,0.00285478,2.75520353,-0.333557,0.00357954,3.454683458,-0.333557,0.00477339,4.606891241
-0.332489,0.000845569,0.816075037,-0.332489,0.000840119,0.810815136,-0.332489,0.00196355,1.895060176,-0.332489,0.00284584,2.746575362,-0.332489,0.00358318,3.458196492,-0.332489,0.00476749,4.601197036
-0.331421,0.000845285,0.815800943,-0.331421,0.000838203,0.808965967,-0.331421,0.00195438,1.886210032,-0.331421,0.00284176,2.742637675,-0.331421,0.00359309,3.467760826,-0.331421,0.00476648,4.600222266
-0.330353,0.00084449,0.815033673,-0.330353,0.000837886,0.808660024,-0.330353,0.00195335,1.885215959,-0.330353,0.00285021,2.750792934,-0.330353,0.00359792,3.472422352,-0.330353,0.0047717,4.605260189
-0.329285,0.000844005,0.81456559,-0.329285,0.000839617,0.810330646,-0.329285,0.0019578,1.88951074,-0.329285,0.00285561,2.756004579,-0.329285,0.00359532,3.469913042,-0.329285,0.00477751,4.610867532
-0.328217,0.000844372,0.814919789,-0.328217,0.000842615,0.813224074,-0.328217,0.00196083,1.892435052,-0.328217,0.00284853,2.749171533,-0.328217,0.00360168,3.476051201,-0.328217,0.00478555,4.618627092
-0.327148,0.000845267,0.815783571,-0.327148,0.000844214,0.8147673,-0.327148,0.00196132,1.89290796,-0.327148,0.00284207,2.742936862,-0.327148,0.0035977,3.472210026,-0.327148,0.00479063,4.623529899
-0.32608,0.000846535,0.817007342,-0.32608,0.00084395,0.814512508,-0.32608,0.00197007,1.901352755,-0.32608,0.00284712,2.747810715,-0.32608,0.00359513,3.469729669,-0.32608,0.00479535,4.628085262
-0.325012,0.000847459,0.817899112,-0.325012,0.000840951,0.811618115,-0.325012,0.00197247,1.903669041,-0.325012,0.00285982,2.760067731,-0.325012,0.00360112,3.475510734,-0.325012,0.00480712,4.639444718
-0.323944,0.000847811,0.818238834,-0.323944,0.000838758,0.809501609,-0.323944,0.00197125,1.902491596,-0.323944,0.00285951,2.759768544,-0.323944,0.00359723,3.47175642,-0.323944,0.00481717,4.649144167
-0.322876,0.000847521,0.81795895,-0.322876,0.000838428,0.809183119,-0.322876,0.00196977,1.901063219,-0.322876,0.00285832,2.758620052,-0.322876,0.0036068,3.480992612,-0.322876,0.00482182,4.653631973
-0.321808,0.000846728,0.81719361,-0.321808,0.000837939,0.808711176,-0.321808,0.00197675,1.907799752,-0.321808,0.00286411,2.764208093,-0.321808,0.00361206,3.48606914,-0.321808,0.0048282,4.659789434
-0.32074,0.000846245,0.816727457,-0.32074,0.00083992,0.810623077,-0.32074,0.00197253,1.903726949,-0.32074,0.00287542,2.775123594,-0.32074,0.0036238,3.497399642,-0.32074,0.00483204,4.663495493
-0.319672,0.000846386,0.816863539,-0.319672,0.000843501,0.81407917,-0.319672,0.00197294,1.904122647,-0.319672,0.00287986,2.779408724,-0.319672,0.00363513,3.508334445,-0.319672,0.00483668,4.667973647
-0.318604,0.000846821,0.817283366,-0.318604,0.000845879,0.816374224,-0.318604,0.00197622,1.907288239,-0.318604,0.00287579,2.775480688,-0.318604,0.0036309,3.50425199,-0.318604,0.0048349,4.666255734
-0.317535,0.000847535,0.817972461,-0.317535,0.000845588,0.816093374,-0.317535,0.00197994,1.910878483,-0.317535,0.00287341,2.773183704,-0.317535,0.00364618,3.518999014,-0.317535,0.00483322,4.664634334
-0.316467,0.000847842,0.818268753,-0.316467,0.000843553,0.814129356,-0.316467,0.00197198,1.903196133,-0.316467,0.00288288,2.782323384,-0.316467,0.00364368,3.516586216,-0.316467,0.00482884,4.660407111
-0.315399,0.000847891,0.818316044,-0.315399,0.000841585,0.812230001,-0.315399,0.00197491,1.906023933,-0.315399,0.00289502,2.794039934,-0.315399,0.00364087,3.51387423,-0.315399,0.00483955,4.670743539
-0.314331,0.000847931,0.818354649,-0.314331,0.000843197,0.813785773,-0.314331,0.00197916,1.91012569,-0.314331,0.00288852,2.787766658,-0.314331,0.00363569,3.508874912,-0.314331,0.00484232,4.67341692
-0.313263,0.00084788,0.818305428,-0.313263,0.000842906,0.813504924,-0.313263,0.00197857,1.90955627,-0.313263,0.00287816,2.777768021,-0.313263,0.00362654,3.500044069,-0.313263,0.0048525,4.683241835
-0.312195,0.000847763,0.818192509,-0.312195,0.000845046,0.815570279,-0.312195,0.00197458,1.905705443,-0.312195,0.00287054,2.770413811,-0.312195,0.00361668,3.490527992,-0.312195,0.0048583,4.688839528
-0.311127,0.000847788,0.818216637,-0.311127,0.000847543,0.817980182,-0.311127,0.00198469,1.9154628,-0.311127,0.00287512,2.774834058,-0.311127,0.0036059,3.480124005,-0.311127,0.00486054,4.691001395
-0.310059,0.00084756,0.817996589,-0.310059,0.000847437,0.81787788,-0.310059,0.00198507,1.915829546,-0.310059,0.00287591,2.775596502,-0.310059,0.00360743,3.481600638,-0.310059,0.00486522,4.695518154
-0.30899,0.000846824,0.817286262,-0.30899,0.000844676,0.815213185,-0.30899,0.00198111,1.912007673,-0.30899,0.00286887,2.768802062,-0.30899,0.00360362,3.477923533,-0.30899,0.0048632,4.693568613
-0.307922,0.000845602,0.816106886,-0.307922,0.000840541,0.811222416,-0.307922,0.00198293,1.91376419,-0.307922,0.00286543,2.765482051,-0.307922,0.00361621,3.490074386,-0.307922,0.00485125,4.682035436
-0.306854,0.00084406,0.814618672,-0.306854,0.000836248,0.807079159,-0.306854,0.00198436,1.915144311,-0.306854,0.00287154,2.77137893,-0.306854,0.0036255,3.499040345,-0.306854,0.00485112,4.681909971
-0.305786,0.000842472,0.813086062,-0.305786,0.000835878,0.806722065,-0.305786,0.00197869,1.909672084,-0.305786,0.00287249,2.772295794,-0.305786,0.00362746,3.500931979,-0.305786,0.00484884,4.679709498
-0.304718,0.000840766,0.811439568,-0.304718,0.00083704,0.807843533,-0.304718,0.0019806,1.911515462,-0.304718,0.00286419,2.764285303,-0.304718,0.00363253,3.505825134,-0.304718,0.00485655,4.687150569
-0.30365,0.00083905,0.809783423,-0.30365,0.000838943,0.809680156,-0.30365,0.00198609,1.916813967,-0.30365,0.00285689,2.757239931,-0.30365,0.00362427,3.497853248,-0.30365,0.00485395,4.684641259
-0.302582,0.000837812,0.808588606,-0.302582,0.000840687,0.811363324,-0.302582,0.00198525,1.916003267,-0.302582,0.00285575,2.756139695,-0.302582,0.00363208,3.505390831,-0.302582,0.00485062,4.681427411
-0.301514,0.000836921,0.807728684,-0.301514,0.00084103,0.81169436,-0.301514,0.00197638,1.907442658,-0.301514,0.00287225,2.772064165,-0.301514,0.00363711,3.510245381,-0.301514,0.00484749,4.678406587
-0.300446,0.000836405,0.807230683,-0.300446,0.000839511,0.810228343,-0.300446,0.00197303,1.904209508,-0.300446,0.00287084,2.770703347,-0.300446,0.00362644,3.499947557,-0.300446,0.0048526,4.683338347
